PLANT_CODE,UTILITY_NAME,PLANT_NAME,STATE,COUNTY,STATE_COUNTY,LAT,LONG,STATUS,TECHNOLOGY,TOTAL_MW,OP2010,OP2011,OP2012,OP2013,OP2014,OP2015,OP2016,OP2017
10439,FPL Energy Operating Services Inc - SEGS,SEGS III - IX,CA,San Bernardino,CA_San Bernardino,35.01970000000,-117.49900000000,OP,Solar Thermal without Energy Storage,356.60000000000,Y,Y,Y,Y,Y,Y,Y,Y
56405,Acciona Solar Power,Nevada Solar One,NV,Clark,NV_Clark,35.79980000000,-114.98170000000,OP,Solar Thermal without Energy Storage,75.70000000000,Y,Y,Y,Y,Y,Y,Y,Y
57205,Copper Mountain 1 LLC,CM48,NV,Clark,NV_Clark,35.78140000000,-114.99330000000,OP,Solar Photovoltaic,48.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
10437,"Sunray Energy 2, LLC",Sunray,CA,San Bernardino,CA_San Bernardino,34.86340000000,-116.82760000000,OP,Solar Photovoltaic,33.80000000000,N,N,N,N,N,N,N,Y
57243,Southern Power Co,Cimarron Solar Facility,NM,Colfax,NM_Colfax,36.46810000000,-104.63570000000,OP,Solar Photovoltaic,30.60000000000,Y,Y,Y,Y,Y,Y,Y,Y
56929,Florida Power & Light Co,DeSoto Next Generation Solar Energy,FL,DeSoto,FL_DeSoto,27.32320000000,-81.80190000000,OP,Solar Photovoltaic,25.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
50765,Enel Stillwater LLC,Stillwater Facility,NV,Churchill,NV_Churchill,39.54750000000,-118.55560000000,OP,Solar Photovoltaic,22.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56939,NRG Solar Blythe,NRG Solar Blythe LLC,CA,Riverside,CA_Riverside,33.59170000000,-114.74440000000,OP,Solar Photovoltaic,21.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
645,Tampa Electric Co,Big Bend,FL,Hillsborough,FL_Hillsborough,27.79440000000,-82.40360000000,OP,Solar Photovoltaic,23.00000000000,N,N,N,N,N,N,N,Y
57377,Greater Sandhill I LLC,Greater Sandhill I,CO,Alamosa,CO_Alamosa,37.68550000000,-105.89090000000,OP,Solar Photovoltaic,19.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57202,Jacksonville Solar LLC,Jacksonville Solar,FL,Duval,FL_Duval,30.32070000000,-81.95640000000,OP,Solar Photovoltaic,15.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56568,Solar Star NAFB LLC,Nellis Air Force Base Solar Array,NV,Clark,NV_Clark,36.26030000000,-115.05440000000,OP,Solar Photovoltaic,14.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57197,TX Solar I LLC,Blue Wing Solar Energy Generation,TX,Bexar,TX_Bexar,29.30420000000,-98.40030000000,OP,Solar Photovoltaic,13.90000000000,Y,Y,Y,Y,Y,Y,Y,Y
8223,Tucson Electric Power Co,Springerville,AZ,Apache,AZ_Apache,34.31860000000,-109.16390000000,OP,Solar Photovoltaic,13.40000000000,Y,Y,Y,Y,Y,Y,Y,Y
1355,Kentucky Utilities Co,E W Brown,KY,Mercer,KY_Mercer,37.78830000000,-84.71260000000,OP,Solar Photovoltaic,10.00000000000,N,N,N,N,N,N,Y,Y
56930,Florida Power & Light Co,Space Coast Next Gen Solar Energy,FL,Brevard,FL_Brevard,28.45860000000,-80.68110000000,OP,Solar Photovoltaic,10.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56944,Copper Mountain 1 LLC,CM10,NV,Clark,NV_Clark,35.78810000000,-114.99330000000,OP,Solar Photovoltaic,10.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57203,Wyandot Solar LLC,Wyandot Solar Farm,OH,Wyandot,OH_Wyandot,40.87950000000,-83.31710000000,OP,Solar Photovoltaic,10.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57191,Exelon Power,Exelon Solar Chicago,IL,Cook,IL_Cook,41.67580000000,-87.65140000000,OP,Solar Photovoltaic,9.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56481,SunE Alamosa1 LLC,SunE Alamosa,CO,Alamosa,CO_Alamosa,37.69030000000,-105.88050000000,OP,Solar Photovoltaic,8.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
57323,Sierra SunTower LLC,Sierra SunTower Solar Gen Station,CA,Los Angeles,CA_Los Angeles,34.73060000000,-118.13500000000,OS,Solar Thermal without Energy Storage,7.50000000000,Y,Y,Y,Y,Y,Y,Y,Y
56768,CalRenew-1 LLC,CalRenew-1,CA,Fresno,CA_Fresno,36.75750000000,-120.36580000000,OP,Solar Photovoltaic,5.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57559,"RE SFCity1, LP",Sunset Reservoir North Basin,CA,San Francisco,CA_San Francisco,37.75090000000,-122.48180000000,OP,Solar Photovoltaic,4.50000000000,Y,Y,Y,Y,Y,Y,Y,Y
57081,Calpine Vineland Solar LLC,Calpine Vineland Solar LLC,NJ,Cumberland,NJ_Cumberland,39.46360000000,-75.06670000000,OP,Solar Photovoltaic,4.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
57397,Dow Jones & Co,Dow Jones South Brunswick Solar,NJ,Middlesex,NJ_Middlesex,40.36980000000,-74.58680000000,OP,Solar Photovoltaic,4.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
56966,QVC Inc,QVC Inc,NC,Edgecombe,NC_Edgecombe,35.92220000000,-77.67310000000,OP,Solar Photovoltaic,3.90000000000,Y,Y,Y,Y,Y,Y,Y,Y
57382,Public Service Elec & Gas Co,Yardville Solar Farm,NJ,Mercer,NJ_Mercer,40.16880000000,-74.65670000000,OP,Solar Photovoltaic,3.60000000000,Y,Y,Y,Y,Y,Y,Y,Y
57673,"Macys Corporate Services, Inc",Macys Goodyear,AZ,Maricopa,AZ_Maricopa,33.40910000000,-112.41460000000,OP,Solar Photovoltaic,3.50000000000,Y,Y,Y,Y,Y,Y,Y,Y
57694,DOE National Renewable Energy Laboratory,DOE Golden NREL Main Campus,CO,Jefferson,CO_Jefferson,39.74090000000,-105.17100000000,OP,Solar Photovoltaic,3.30000000000,Y,Y,Y,Y,Y,Y,Y,Y
6074,KCP&L Greater Missouri Operations Co,Greenwood (MO),MO,Jackson,MO_Jackson,38.86150000000,-94.29820000000,OP,Solar Photovoltaic,3.00000000000,N,N,N,N,N,N,Y,Y
56993,MF Mesa Lane LLC,MF Mesa Lane LLC,PA,Bucks,PA_Bucks,40.14830000000,-74.77720000000,OP,Solar Photovoltaic,3.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57367,Pocono International Raceway Inc,Pocono Solar Project,PA,Monroe,PA_Monroe,41.06100000000,-75.51490000000,OP,Solar Photovoltaic,3.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57412,Knouse Food Cooperative Inc,Knouse Solar Project 1,PA,Cumberland,PA_Cumberland,40.02640000000,-77.23440000000,OP,Solar Photovoltaic,3.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57507,RV CSU Power II LLC,RV CSU Power II LLC,CO,Larimer,CO_Larimer,40.59280000000,-105.14710000000,OP,Solar Photovoltaic,3.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57697,Solar Power Inc.,Aerojet I,CA,Sacramento,CA_Sacramento,38.61350000000,-121.16290000000,OP,Solar Photovoltaic,3.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57216,UGI Development Co,Crayola Solar Project,PA,Northampton,PA_Northampton,40.76050000000,-75.23850000000,OP,Solar Photovoltaic,2.80000000000,Y,Y,Y,Y,Y,Y,Y,Y
57381,Public Service Elec & Gas Co,Linden Solar Farm,NJ,Union,NJ_Union,40.62000000000,-74.21440000000,OP,Solar Photovoltaic,2.70000000000,Y,Y,Y,Y,Y,Y,Y,Y
57698,Solar Power Inc.,Aerojet II,CA,Sacramento,CA_Sacramento,38.60860000000,-121.17030000000,OP,Solar Photovoltaic,2.70000000000,Y,Y,Y,Y,Y,Y,Y,Y
57390,GlaxoSmithKline Consumer Healthcare L P,GSK York RDC Solar Facility,PA,York,PA_York,40.04390000000,-76.73550000000,OP,Solar Photovoltaic,2.60000000000,Y,Y,Y,Y,Y,Y,Y,Y
2953,Oklahoma Gas & Electric Co,Mustang,OK,Canadian,OK_Canadian,35.46990000000,-97.67500000000,OP,Solar Photovoltaic,2.50000000000,N,N,N,N,N,Y,Y,Y
57204,PSEG Solar Hackettstown LLC,PSEG Hackettstown,NJ,Warren,NJ_Warren,40.86060000000,-74.82290000000,OP,Solar Photovoltaic,2.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
10029,General Electric Aircraft Engines,General Electric Aircraft Engines,MA,Essex,MA_Essex,42.45000000000,-70.97390000000,OP,Solar Photovoltaic,2.10000000000,N,N,N,N,N,N,N,Y
56228,Arizona Public Service Co,Prescott Airport,AZ,Yavapai,AZ_Yavapai,34.65840000000,-112.40080000000,OP,Solar Photovoltaic,2.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
56900,"Constellation Solar New Jersey, LLC",Atlantic City Convention Center,NJ,Atlantic,NJ_Atlantic,39.36390000000,-74.44080000000,OP,Solar Photovoltaic,2.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56915,SAS Institute Inc,SAS Solar Farm,NC,Wake,NC_Wake,35.81360000000,-78.75030000000,OP,Solar Photovoltaic,2.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57041,Pacific Gas & Electric Co.,Vaca Dixon Solar Station,CA,Solano,CA_Solano,38.41060000000,-121.92640000000,OP,Solar Photovoltaic,2.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57509,Carson Solar 1 LLC,Carson Solar I,CO,El Paso,CO_El Paso,38.72280000000,-104.78170000000,OP,Solar Photovoltaic,2.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56815,MMA DAS Power,Denver Int Airport,CO,Denver,CO_Denver,39.83680000000,-104.69710000000,OP,Solar Photovoltaic,1.90000000000,Y,Y,Y,Y,Y,Y,Y,Y
57141,RV CSU Power LLC,RV CSU Power LLC,CO,Larimer,CO_Larimer,40.59110000000,-105.14590000000,OP,Solar Photovoltaic,1.90000000000,Y,Y,Y,Y,Y,Y,Y,Y
57334,"Duke Energy Carolinas, LLC",DE Solar 10240 Old Dowd Rd,NC,Mecklenburg,NC_Mecklenburg,35.24580000000,-80.99670000000,OP,Solar Photovoltaic,1.90000000000,Y,Y,Y,Y,Y,Y,Y,Y
57676,Western Massachusetts Electric Company,Silver Lake Solar Photovoltaic Facility,MA,Berkshire,MA_Berkshire,42.45250000000,-73.24030000000,OP,Solar Photovoltaic,1.80000000000,Y,Y,Y,Y,Y,Y,Y,Y
56889,EPP Renewable Energy,PPL Renewable Energy Merck Solar,NJ,Union,NJ_Union,40.72740000000,-74.37830000000,OP,Solar Photovoltaic,1.70000000000,Y,Y,Y,Y,Y,Y,Y,Y
57341,Public Service Elec & Gas Co,Silver Lake Solar Farm,NJ,Middlesex,NJ_Middlesex,40.49480000000,-74.39950000000,OP,Solar Photovoltaic,1.70000000000,Y,Y,Y,Y,Y,Y,Y,Y
56877,"Sunlight General Solar Fund II, LLC",Hall's Warehouse Solar Project,NJ,Middlesex,NJ_Middlesex,40.57370000000,-74.39440000000,OP,Solar Photovoltaic,1.60000000000,Y,Y,Y,Y,Y,Y,Y,Y
56883,EPP Renewable Energy,Pennsauken Solar,NJ,Camden,NJ_Camden,39.98940000000,-75.04000000000,OP,Solar Photovoltaic,1.50000000000,Y,Y,Y,Y,Y,Y,Y,Y
56922,SunE U6 Holdings LLC,WWRF Solar Plant,CO,Garfield,CO_Garfield,39.52290000000,-107.81340000000,OP,Solar Photovoltaic,1.50000000000,Y,Y,Y,Y,Y,Y,Y,Y
57383,Public Service Elec & Gas Co,WEA Texas Bayonne,NJ,Hudson,NJ_Hudson,40.67720000000,-74.09190000000,OP,Solar Photovoltaic,1.50000000000,Y,Y,Y,Y,Y,Y,Y,Y
57646,"Constellation Solar Maryland, LLC",McCormick & Co. Inc. at Belcamp,MD,Harford,MD_Harford,39.48360000000,-76.22920000000,OP,Solar Photovoltaic,1.40000000000,Y,Y,Y,Y,Y,Y,Y,Y
57335,"Duke Energy Carolinas, LLC",DE Solar 657 Brigham Rd,NC,Guilford,NC_Guilford,36.10530000000,-79.96920000000,OP,Solar Photovoltaic,1.30000000000,Y,Y,Y,Y,Y,Y,Y,Y
57574,"Solar Star New Jersey IV, LLC",ETS Ewing Solar Facility,NJ,Mercer,NJ_Mercer,40.28180000000,-74.79360000000,OP,Solar Photovoltaic,1.30000000000,Y,Y,Y,Y,Y,Y,Y,Y
57579,South San Joaquin Irr District,Robert O Schulz Solar Farm,CA,Stanislaus,CA_Stanislaus,37.85830000000,-120.89170000000,OP,Solar Photovoltaic,1.30000000000,Y,Y,Y,Y,Y,Y,Y,Y
57668,Carlisle Area School District,CASD Solar,PA,Cumberland,PA_Cumberland,40.21420000000,-77.20610000000,OP,Solar Photovoltaic,1.30000000000,Y,Y,Y,Y,Y,Y,Y,Y
944,City of Geneseo - (IL),Geneseo,IL,Henry,IL_Henry,41.45150000000,-90.14850000000,OP,Solar Photovoltaic,1.20000000000,N,N,N,N,N,Y,Y,Y
56667,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Maui,HI_Maui,20.76670000000,-156.92330000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
56862,MMA WBF Power LP,Bolthouse S&P and Rowen Farms Solar,CA,Los Angeles,CA_Los Angeles,34.56440000000,-117.69330000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
56909,MMA GDC Power LP,Gap Pacific Distribution Center,CA,Fresno,CA_Fresno,36.78390000000,-119.70940000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
56938,SunE NC Progress 1 LLC,SunEdison LV Sutton Plant Site,NC,New Hanover,NC_New Hanover,34.28670000000,-77.98140000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
57313,Metropolitan Transportation Authority,Metro Support Services Center Solar,CA,Los Angeles,CA_Los Angeles,34.05780000000,-118.22970000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
57314,Los Angeles Department of Water & Power,Los Angeles Harbor College,CA,Los Angeles,CA_Los Angeles,33.78310000000,-118.28490000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
57392,Tucson Electric Power Co,UASTP I,AZ,Pima,AZ_Pima,32.09700000000,-110.81060000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
57402,Taylorsville Solar LLC,Taylorsville Solar LLC,NC,Alexander,NC_Alexander,35.90910000000,-81.15250000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
57682,"SunE GIL1, LLC",City of Madera WWTP,CA,Madera,CA_Madera,36.94080000000,-120.15720000000,OP,Solar Photovoltaic,1.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
2854,Dayton Power & Light Co,Yankee Street,OH,Montgomery,OH_Montgomery,39.60300000000,-84.20470000000,OP,Solar Photovoltaic,1.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
57309,Los Angeles Department of Water & Power,Pacific Cruise Ship Terminals Berth 93,CA,Los Angeles,CA_Los Angeles,33.73310000000,-118.27720000000,OP,Solar Photovoltaic,1.10000000000,N,N,N,N,N,N,Y,Y
57524,SunE M5C Holdings LLC,Roger Road WWTP,AZ,Pima,AZ_Pima,32.28940000000,-111.03310000000,OP,Solar Photovoltaic,1.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
57655,Kern Community College District,Bakersfield College Solar 01,CA,Kern,CA_Kern,35.41180000000,-118.96860000000,OP,Solar Photovoltaic,1.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
57683,"SunE WF3-ST Holdings, LLC","Staples La Mirada, CA",CA,Los Angeles,CA_Los Angeles,33.88170000000,-118.01750000000,OP,Solar Photovoltaic,1.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
57692,DOE National Renewable Energy Laboratory,DOE Golden NWTC Load Side,CO,Jefferson,CO_Jefferson,39.90900000000,-105.23180000000,OP,Solar Photovoltaic,1.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
56500,Barrick Goldstrike Mines Inc,Western 102 Power Plant,NV,Storey,NV_Storey,39.56030000000,-119.51080000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56813,MMA Fresno Power LP,CSU Fresno Solar Project,CA,Fresno,CA_Fresno,36.80980000000,-119.74170000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56814,MMA LA Power LP,ELACC Photovoltaic Power Facility,CA,Los Angeles,CA_Los Angeles,34.04030000000,-118.14810000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56875,"EDF Renewable Asset Holdings, Inc.",Sacramento Soleil LLC,CA,Sacramento,CA_Sacramento,38.44980000000,-121.16470000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
56996,Southern California Edison Co,Solar Photovoltaic Project #02,CA,San Bernardino,CA_San Bernardino,33.98520000000,-117.70080000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57004,SunE WG113 Moreno Valley LLC,SunEdison Walgreens Moreno Valley,CA,Riverside,CA_Riverside,33.86720000000,-117.23000000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57005,SunE U6 Holdings LLC,Mariani Packing Vacaville Solar,CA,Solano,CA_Solano,38.40010000000,-121.96370000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57006,SunE WG45 Woodland LLC,Walgreens Woodland Distribution Center,CA,Yolo,CA_Yolo,38.67490000000,-121.71340000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57007,SunE CPA CDC2 LLC,SunEdison Ironwood State Prison,CA,Riverside,CA_Riverside,33.56730000000,-114.91800000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57008,SunE U6 Holdings LLC,SunEdison Procter & Gamble Oxnard,CA,Ventura,CA_Ventura,34.20890000000,-119.13000000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57009,SunE KHL55 San Bernardino LLC,Kohls San Bernardino Solar Facility,CA,San Bernardino,CA_San Bernardino,34.09470000000,-117.26680000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57010,SunE M5 Holdings LLC,SunEdison Anheuser Busch Fairfield,CA,Solano,CA_Solano,38.23210000000,-122.09270000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57011,SunE CPA CDC1 LLC,Chuckawalla Valley State Prison,CA,Riverside,CA_Riverside,33.56530000000,-114.90360000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57012,SunE M5 Holdings LLC,SunEdison Walmart Apple Valley DC,CA,San Bernardino,CA_San Bernardino,34.59750000000,-117.20000000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57200,Solar Star North Carolina I LLC,Shelby Solar Energy Generation Facility,NC,Cleveland,NC_Cleveland,35.25360000000,-81.59560000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57254,Victor Valley Community College District,Victor Valley CC CPV Solar,CA,San Bernardino,CA_San Bernardino,34.48020000000,-117.25790000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57269,Massachusetts Electric Co,Haverhill Solar Power Project,MA,Essex,MA_Essex,42.78110000000,-71.09260000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57270,Massachusetts Electric Co,NEDC Solar Site,MA,Worcester,MA_Worcester,42.10520000000,-71.70300000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57280,Aqua America Inc,Aqua Ingrams Mill,PA,Chester,PA_Chester,39.96470000000,-75.65780000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57336,"Duke Energy Carolinas, LLC",DE Solar 1725 Drywall Dr,NC,Gaston,NC_Gaston,35.32610000000,-80.99670000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57352,Public Service Elec & Gas Co,Trenton Solar Farm,NJ,Mercer,NJ_Mercer,40.23140000000,-74.75390000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57422,Yolo County of,Yolo County Solar Project,CA,Yolo,CA_Yolo,38.65970000000,-121.72940000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57506,FRV SI Transport Solar LP,FRV SI Transport Solar LP,CA,Sacramento,CA_Sacramento,38.48690000000,-121.39110000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57525,Kapaa Solar LLC,Kapaa Photovoltaic Project,HI,Kauai,HI_Kauai,22.08040000000,-159.33160000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
57681,"SunE NLB-2, LLC",City of Boulder WWTP,CO,Boulder,CO_Boulder,40.04800000000,-105.18030000000,OP,Solar Photovoltaic,1.00000000000,Y,Y,Y,Y,Y,Y,Y,Y
1172,City of Osage - (IA),Osage (IA),IA,Mitchell,IA_Mitchell,43.27970000000,-92.81060000000,OP,Solar Photovoltaic,0.80000000000,N,N,N,N,N,N,Y,Y
50061,San Diego State University,San Diego State University,CA,San Diego,CA_San Diego,32.77820000000,-117.07010000000,OP,Solar Photovoltaic,0.80000000000,N,N,N,N,N,N,Y,Y
10224,Merck & Co Inc,Merck Rahway Power Plant,NJ,Union,NJ_Union,40.61560000000,-74.26530000000,OP,Solar Photovoltaic,0.50000000000,N,N,N,N,N,N,Y,Y
56322,Puget Sound Energy Inc,Wild Horse,WA,Kittitas,WA_Kittitas,47.03630000000,-120.20650000000,OP,Solar Photovoltaic,0.50000000000,Y,Y,Y,Y,Y,Y,Y,Y
960,Rochelle Municipal Utilities,North Ninth Street,IL,Ogle,IL_Ogle,41.90930000000,-89.04980000000,OP,Solar Photovoltaic,0.30000000000,N,N,N,N,Y,Y,Y,Y
141,Salt River Project,Agua Fria,AZ,Maricopa,AZ_Maricopa,33.55610000000,-112.21530000000,OP,Solar Photovoltaic,0.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
54569,Ocean County Utilities Auth,Bayville Central Facility,NJ,Ocean,NJ_Ocean,39.90940000000,-74.17800000000,OP,Solar Photovoltaic,0.20000000000,Y,Y,Y,Y,Y,Y,Y,Y
10823,Massachusetts Wtr Rauth-Deer I,Deer Island Treatment Plant,MA,Suffolk,MA_Suffolk,42.35330000000,-70.96280000000,OP,Solar Photovoltaic,0.10000000000,Y,Y,Y,Y,Y,Y,Y,Y
57695,Topaz Solar Farms LLC,Topaz Solar Farm,CA,San Luis Obispo,CA_San Luis Obispo,35.40560000000,-120.06860000000,OP,Solar Photovoltaic,585.90000000000,N,N,N,N,Y,Y,Y,Y
888888,"NextEra Energy Desert Sunlight 250, LLC",Desert Sunlight,CA,Riverside,CA_Riverside,33.81520000000,-115.39430000000,OP,Solar Photovoltaic,563.40000000000,N,N,N,Y,Y,Y,Y,Y
999999,NRG Energy Services,"Ivanpah SEGS I, II, III",CA,San Bernardino,CA_San Bernardino,35.55610000000,-115.46860000000,OP,Solar Thermal without Energy Storage,377.00000000000,N,N,N,Y,Y,Y,Y,Y
57373,Agua Caliente Solar,Agua Caliente Solar Project,AZ,Yuma,AZ_Yuma,32.97740000000,-113.49450000000,OP,Solar Photovoltaic,347.70000000000,N,N,Y,Y,Y,Y,Y,Y
58388,"Solar Star California XIX, LLC",Solar Star 1,CA,Kern,CA_Kern,34.81810000000,-118.40360000000,OP,Solar Photovoltaic,318.00000000000,N,N,N,N,Y,Y,Y,Y
58646,Southern Power Co,Stateline Solar,CA,San Bernardino,CA_San Bernardino,35.60000000000,-115.40000000000,OP,Solar Photovoltaic,299.50000000000,N,N,N,N,N,Y,Y,Y
56812,Arizona Solar One LLC,Solana Generating Station,AZ,Maricopa,AZ_Maricopa,32.92230000000,-112.95590000000,OP,Solar Thermal with Energy Storage,280.00000000000,N,N,N,Y,Y,Y,Y,Y
57331,Mojave Solar LLC,Mojave Solar Project,CA,San Bernardino,CA_San Bernardino,35.01770000000,-117.33910000000,OP,Solar Thermal without Energy Storage,280.00000000000,N,N,N,N,N,Y,Y,Y
58389,"Solar Star California XX, LLC",Solar Star 2,CA,Kern,CA_Kern,34.84860000000,-118.35280000000,OP,Solar Photovoltaic,279.00000000000,N,N,N,N,Y,Y,Y,Y
58462,"McCoy Solar, LLC",McCoy Solar Energy Project,CA,Riverside,CA_Riverside,33.69470000000,-114.73970000000,OP,Solar Photovoltaic,270.60000000000,N,N,N,N,N,Y,Y,Y
58915,"Copper Mountain Solar 3, LLC",Copper Mountain Solar 3,NV,Clark,NV_Clark,35.88940000000,-114.95790000000,OP,Solar Photovoltaic,255.00000000000,N,N,N,N,Y,Y,Y,Y
57378,AV Solar Ranch 1 LLC,AV Solar Ranch One,CA,Los Angeles,CA_Los Angeles,34.78030000000,-118.42440000000,OP,Solar Photovoltaic,266.00000000000,N,N,N,N,Y,Y,Y,Y
57394,Genesis Solar LLC,Genesis Solar Energy Project,CA,Riverside,CA_Riverside,33.66500000000,-114.99810000000,OP,Solar Thermal without Energy Storage,250.00000000000,N,N,N,Y,Y,Y,Y,Y
57859,First Solar Asset Management,Moapa Southern Paiute,NV,Clark,NV_Clark,36.52990000000,-114.77030000000,OP,Solar Photovoltaic,250.00000000000,N,N,N,N,N,N,Y,Y
58644,"Silver State Solar Power South, LLC",Silver State Solar Power South,NV,Clark,NV_Clark,35.63000000000,-115.32000000000,OP,Solar Photovoltaic,250.00000000000,N,N,N,N,N,Y,Y,Y
57439,"NRG Renew Operation & Maintenance, LLC",California Valley Solar Ranch,CA,San Luis Obispo,CA_San Luis Obispo,35.32370000000,-119.91660000000,OP,Solar Photovoltaic,249.80000000000,N,Y,Y,Y,Y,Y,Y,Y
59939,Southern Power Co,RE Tranquillity,CA,Fresno,CA_Fresno,36.58140000000,-120.40450000000,OP,Solar Photovoltaic,205.30000000000,N,N,N,N,N,N,Y,Y
56917,"Imperial Valley Solar, LLC","Imperial Valley Solar, LLC",CA,Imperial,CA_Imperial,32.67110000000,-115.58730000000,OP,Solar Photovoltaic,199.90000000000,N,N,N,Y,Y,Y,Y,Y
60233,Southern Power Co,RE Garland,CA,Kern,CA_Kern,34.82530000000,-118.52500000000,OP,Solar Photovoltaic,185.00000000000,N,N,N,N,N,N,Y,Y
58430,Centinela Solar Energy LLC,Centinela Solar Energy,CA,Imperial,CA_Imperial,32.68690000000,-115.64780000000,OP,Solar Photovoltaic,174.80000000000,N,N,N,Y,Y,Y,Y,Y
57707,"Mesquite Solar 1, LLC",Mesquite Solar 1,AZ,Maricopa,AZ_Maricopa,33.34180000000,-112.90400000000,OP,Solar Photovoltaic,170.00000000000,N,N,Y,Y,Y,Y,Y,Y
59994,Southern Power Co,RE Roserock,TX,Pecos,TX_Pecos,30.96020000000,-103.30670000000,OP,Solar Photovoltaic,160.00000000000,N,N,N,N,N,N,Y,Y
